evidence_span_id,gold_resource_area,gold_is_determination,gold_determination_class,gold_determination_scope,gold_primary_threshold_type,gold_primary_threshold_status,gold_mitigation_link,gold_evidence_span_ok,gold_needs_human_review,gold_notes,labeler,labeler_confidence
3878223aa0f5e4fd6fd995c8,air_quality,TRUE,less_than_significant,resource_specific,other_quantitative,does_not_exceed,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
3878223aa0f5e4fd6fd995c8,biological,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
3878223aa0f5e4fd6fd995c8,noise,TRUE,less_than_significant,resource_specific,noise_threshold,does_not_exceed,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
3878223aa0f5e4fd6fd995c8,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
3878223aa0f5e4fd6fd995c8,public_health,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
8eeda7a4e4bb570515e6592f,water,TRUE,less_than_significant_with_mitigation,resource_specific,wetland_floodplain,mitigated_below,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation/permit/SOP/PCM measures.,codex,high
8982381aebb924de53c67901,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
8982381aebb924de53c67901,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f8cd8f1c295769a41a39244c,project_wide,TRUE,no_significant_impact,project_overall,none,,TRUE,TRUE,FALSE,Formal project-wide no-significance/FONSI conclusion in evidence text.,codex,high
f8cd8f1c295769a41a39244c,air_quality,TRUE,less_than_significant_with_mitigation,resource_specific,none,,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation/permit/SOP/PCM measures.,codex,high
f8cd8f1c295769a41a39244c,water,TRUE,less_than_significant_with_mitigation,resource_specific,wetland_floodplain,mitigated_below,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation/permit/SOP/PCM measures.,codex,high
f8cd8f1c295769a41a39244c,biological,TRUE,less_than_significant_with_mitigation,resource_specific,ESA_take,mitigated_below,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation/permit/SOP/PCM measures.,codex,high
f8cd8f1c295769a41a39244c,cultural,TRUE,less_than_significant_with_mitigation,resource_specific,NHPA_adverse_effect,mitigated_below,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation/permit/SOP/PCM measures.,codex,high
